"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"154",1,154,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is just common sense that an airport as congested as Heathrow should be expanded.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Common sense","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"155",1,155,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","The unnecessarily large costs of expansion at Heathrow will end up falling on taxpayers and airline passengers, and will outweigh any potential benefits.","Appeal to history","Cost/benefit","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"156",1,156,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Expansion at Heathrow will bring real benefits across the country, including a boost of up to £74 billion to passengers and the wider economy, and these will easily surpass the costs of expansion.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Cost/benefit","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"157",1,157,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Expansion is not necessary, as Heathrow already has more international flights each week than either Charles de Gaulle or Frankfurt, both of which have more runways than Heathrow.","Appeal to history","Country comparison","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"158",1,158,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Major European international airports have more runways than Heathrow, putting the UK at a competitive disadvantage.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Country comparison","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"159",1,159,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","The crisis of noise and air pollution around Heathrow will only be made worse by the addition of a third runway.","Appeal to history","Crisis","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"160",1,160,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow has a capacity crisis: without a third runway, delays will increase and more flights will be cancelled.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Crisis","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"161",1,161,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Heathrow is the clogged artery of the UK aviation network, and expansion is the best possible treatment.","Appeal to history","Metaphor","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"162",1,162,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow does not need expanding, as it is already the beating heart of the UK aviation network.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Metaphor","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"163",1,163,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","As air travel is one of the largest contributers to the world's carbon emissions, we have a moral responsibility to reduce air travel, not to increase it by building bigger airports. ","Appeal to history","Morality","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"164",1,164,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is wrong to let local interests get in the way of the national interest in having an internationally competitive airport.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Morality","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"165",1,165,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Recent polling shows that more people want to expand other London airports, rather than expanding Heathrow.","Appeal to history","Public Opinion","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"166",1,166,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","A 2014 poll showed that many more people were in favour of a third runway at Heathrow than opposed it.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Public Opinion","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"167",1,167,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","An unintended consequence of expansion at Heathrow would be to add further vehicle traffic to an already overburdened motorway system around London.","Appeal to history","Side Effects","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"168",1,168,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","In addition to the immediate benefits of Heathrow expansion for passangers, it will have the side-effect of benefitting businesses and individuals right across the country by bringing additional growth to the UK economy.","History show us that most large infrastructure projects do not lead to significant economic growth, which suggests that the expansion of Heathrow will fail to pay for itself.","Side Effects","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"169",1,169,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Appeal to history","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"170",1,170,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Appeal to history","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"171",1,171,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Expanding Heathrow will enrich a private foreign-owned business at the expense of higher fares for ordinary passengers.","Appeal to history","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"172",1,172,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Air travel should not just be for elites: expanding Heathrow will make flights cheaper and more accessible for ordinary working people.","Appeal to history","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"173",1,173,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Given the obvious problems of expanding Heathrow, the common sense solution is to build additional capacity elsewhere.","Appeal to history","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"174",1,174,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","It is just common sense that an airport as congested as Heathrow should be expanded.","Appeal to history","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"175",1,175,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","The unnecessarily large costs of expansion at Heathrow will end up falling on taxpayers and airline passengers, and will outweigh any potential benefits.","Appeal to history","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"176",1,176,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Expansion at Heathrow will bring real benefits across the country, including a boost of up to £74 billion to passengers and the wider economy, and these will easily surpass the costs of expansion.","Appeal to history","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"177",1,177,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Expansion is not necessary, as Heathrow already has more international flights each week than either Charles de Gaulle or Frankfurt, both of which have more runways than Heathrow.","Appeal to history","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"178",1,178,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Major European international airports have more runways than Heathrow, putting the UK at a competitive disadvantage.","Appeal to history","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"179",1,179,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","The crisis of noise and air pollution around Heathrow will only be made worse by the addition of a third runway.","Appeal to history","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"180",1,180,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Heathrow has a capacity crisis: without a third runway, delays will increase and more flights will be cancelled.","Appeal to history","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"181",1,181,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Heathrow is the clogged artery of the UK aviation network, and expansion is the best possible treatment.","Appeal to history","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"182",1,182,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Heathrow does not need expanding, as it is already the beating heart of the UK aviation network.","Appeal to history","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"183",1,183,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","As air travel is one of the largest contributers to the world's carbon emissions, we have a moral responsibility to reduce air travel, not to increase it by building bigger airports. ","Appeal to history","Morality","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"184",1,184,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","It is wrong to let local interests get in the way of the national interest in having an internationally competitive airport.","Appeal to history","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"185",1,185,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","Recent polling shows that more people want to expand other London airports, rather than expanding Heathrow.","Appeal to history","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"186",1,186,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","A 2014 poll showed that many more people were in favour of a third runway at Heathrow than opposed it.","Appeal to history","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"187",1,187,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","An unintended consequence of expansion at Heathrow would be to add further vehicle traffic to an already overburdened motorway system around London.","Appeal to history","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"188",1,188,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","We must learn from the lessons of history: failure to invest in transport infrastructure projects like the Heathrow expansion leads to increasing delays and increasing prices.","In addition to the immediate benefits of Heathrow expansion for passangers, it will have the side-effect of benefitting businesses and individuals right across the country by bringing additional growth to the UK economy.","Appeal to history","Side Effects","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"189",1,189,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Appeal to national greatness","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"190",1,190,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Expanding Heathrow will enrich a private foreign-owned business at the expense of higher fares for ordinary passengers.","Appeal to national greatness","Appeal to populism","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"191",1,191,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Air travel should not just be for elites: expanding Heathrow will make flights cheaper and more accessible for ordinary working people.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Appeal to populism","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"192",1,192,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Given the obvious problems of expanding Heathrow, the common sense solution is to build additional capacity elsewhere.","Appeal to national greatness","Common sense","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"193",1,193,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is just common sense that an airport as congested as Heathrow should be expanded.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Common sense","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"194",1,194,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","The unnecessarily large costs of expansion at Heathrow will end up falling on taxpayers and airline passengers, and will outweigh any potential benefits.","Appeal to national greatness","Cost/benefit","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"195",1,195,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Expansion at Heathrow will bring real benefits across the country, including a boost of up to £74 billion to passengers and the wider economy, and these will easily surpass the costs of expansion.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Cost/benefit","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"196",1,196,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Expansion is not necessary, as Heathrow already has more international flights each week than either Charles de Gaulle or Frankfurt, both of which have more runways than Heathrow.","Appeal to national greatness","Country comparison","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"197",1,197,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Major European international airports have more runways than Heathrow, putting the UK at a competitive disadvantage.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Country comparison","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"198",1,198,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","The crisis of noise and air pollution around Heathrow will only be made worse by the addition of a third runway.","Appeal to national greatness","Crisis","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"199",1,199,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow has a capacity crisis: without a third runway, delays will increase and more flights will be cancelled.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Crisis","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"200",1,200,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Heathrow is the clogged artery of the UK aviation network, and expansion is the best possible treatment.","Appeal to national greatness","Metaphor","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"201",1,201,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Heathrow does not need expanding, as it is already the beating heart of the UK aviation network.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Metaphor","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"202",1,202,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","As air travel is one of the largest contributers to the world's carbon emissions, we have a moral responsibility to reduce air travel, not to increase it by building bigger airports. ","Appeal to national greatness","Morality","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"203",1,203,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","It is wrong to let local interests get in the way of the national interest in having an internationally competitive airport.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Morality","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"204",1,204,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Recent polling shows that more people want to expand other London airports, rather than expanding Heathrow.","Appeal to national greatness","Public Opinion","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"205",1,205,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","A 2014 poll showed that many more people were in favour of a third runway at Heathrow than opposed it.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Public Opinion","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"206",1,206,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","An unintended consequence of expansion at Heathrow would be to add further vehicle traffic to an already overburdened motorway system around London.","Appeal to national greatness","Side Effects","Con","Con","Please read the following <b>two arguments against</b> building a third Runway at Heathrow.","Argument One (Against)","Argument Two (Against)"
"207",1,207,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","In addition to the immediate benefits of Heathrow expansion for passangers, it will have the side-effect of benefitting businesses and individuals right across the country by bringing additional growth to the UK economy.","Great nations don't waste money on vanity projects, and the expansion of Heathrow would be nothing more than a project of national vanity.","Side Effects","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"208",1,208,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Expanding Heathrow will enrich a private foreign-owned business at the expense of higher fares for ordinary passengers.","Appeal to national greatness","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
"209",1,209,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Air travel should not just be for elites: expanding Heathrow will make flights cheaper and more accessible for ordinary working people.","Appeal to national greatness","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of building a third Runway at Heathrow.","Argument One (For)","Argument Two (For)"
"210",1,210,"Building a third runway at Heathrow","London's Heathrow airport has two runways that are currently operating at full capacity. Some people are in favour of building a third runway at Heathrow (""for""), others are opposed (""against"").","Only by expanding Heathrow will Great Britain get the great international airport it deserves.","Given the obvious problems of expanding Heathrow, the common sense solution is to build additional capacity elsewhere.","Appeal to national greatness","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> building a third Runway at Heathrow.","Argument One (For)","Argument Two (Against)"
